productId,url,name,brand,memory,disk,cpu,gpu,price
32275561030,https://item.jd.com/32275561030.html, 联想超薄本小新潮7000 13.3/14英寸超极本酷睿固态轻薄便携家用商务办公学生手提笔记本电脑 银13.3（i5-8250U 8G 512G）定制, 联想（Lenovo）,8G,512G固态,,,5899.0
7219001,https://item.jd.com/7219001.html,宏碁E5, 宏碁（acer）,4G,128G+500G,,NVIDIA GeForce MX130,3999.0
2902723,https://item.jd.com/2902723.html,宏碁TMB, 宏碁（acer）,4G,,,,1899.0
32521756886,https://item.jd.com/32521756886.html,雷蛇（RAZER） 灵刃精英版15.6独显轻薄水冷游戏笔记本电脑吃鸡 (i7-8750H 16GB) 【16G 512G 1060 60HZ】定制版, 雷蛇（RAZER）,16G,512G固态,,,16999.0
16590127132,https://item.jd.com/16590127132.html,华硕（ASUS） 灵耀 S4200UQ/UF 轻薄便携14.0英寸商务笔记本手提电脑 金色 i5-8250U/8G/256G 固态/独显, 华硕（ASUS）,8G,256G固态,,,5099.0
5758415,https://item.jd.com/5758415.html,宏碁TMP238, 宏碁（acer）,4G,128G固态,,,2899.0
7341456,https://item.jd.com/7341456.html,三星900系列, 三星（SAMSUNG）,8G,256G固态,,Intel UHD Graphics 620,10299.0
31302973394,https://item.jd.com/31302973394.html,神舟（HASEE） 战神T6-X5/X5S/X5D/X5E GTX1050 吃鸡游戏笔记本 IPS屏 T6-X5高速版i5/8G/256G SSD GTX1050显卡, 神舟（HASEE）,8G,256G固态,,,5050.0
28222281671,https://item.jd.com/28222281671.html,惠普（HP） 小欧HP 17.3英寸IPS大屏商务家用四核游戏笔记本电脑DVD刻录 Win10 银色 套餐B 8G 128G固态+1TB i7-8550U 独显4G cr0001TX, 惠普（HP）,8G,128G+1T,,AMD Radeon R7,6399.0
16017676177,https://item.jd.com/16017676177.html,华硕（ASUS） 笔记本电脑灵耀S 2代/S4000VA超轻薄窄边框14英寸便携商务办公学生手提 都市灰 配置一i5-8250/4G/256G固态标配, 华硕（ASUS）,4G,256G固态,,,4199.0
33314200151,https://item.jd.com/33314200151.html,华硕（ASUS） 顽石五代FL8000UF8550轻薄便携15.6英寸学生热血游戏笔记本电脑商务便携 星空灰i7-8550/MX130-2G 配置一4G内存/1T硬盘标配, 华硕（ASUS）,4G,1T,,,4399.0
31024721019,https://item.jd.com/31024721019.html,, 联想（Lenovo）,8G,1T,,,4749.0
19496639863,https://item.jd.com/19496639863.html,联想（Lenovo） YOGA920(YOGA6 PRO)13.9英寸i7超轻薄触控笔记本电脑 金i7-8550U 16G 1T固态4K屏 蓝牙笔, 联想（Lenovo）,16G,1T,,,16899.0
15594065811,https://item.jd.com/15594065811.html,宏碁（acer） 蜂鸟 SF314 Swift3微边框便携轻薄本14英寸商务本办公学生笔记本电脑 官方版| I5/8G/128G+1T/集显 银色, 宏碁（acer）,8G,,,,4699.0
28654941951,https://item.jd.com/28654941951.html,小米（MI） 笔记本Air 12.5英寸全金属超轻薄笔记本电脑便携商务超级本 【定制｜金】M3 4G 128+128G固态, 小米（MI）,4G,256G固态,,,3899.0
34609805090,https://item.jd.com/34609805090.html,惠普（HP） 薄锐ENVY13新品 13.3英寸超轻薄窄边框金属笔记本电脑13-AH 银色 I5 8265 8G 360G 2G独显, 惠普（HP）,8G,,,,6399.0
30599117655,https://item.jd.com/30599117655.html,APPLE苹果 18新款笔记本电脑 MacBook Pro苹果电脑笔记本pro 15.4英寸17老款 18款i7-16-256G灰色MR932CH/A, APPLE苹果,16G,256G固态,,,16888.0
6680713,https://item.jd.com/6680713.html,戴尔Latitude, 戴尔（DELL）,8G,128G+1T,,,6599.0
29087415904,https://item.jd.com/29087415904.html,联想笔记本小新潮7000 2018新款14/15.6英寸独显固态超轻薄本 商用办公手提电脑 高配【 A6-9225/12G/2T+128固态】 2G独显 三边窄边框 FHD全高清屏, 联想（Lenovo）,其他,,,,4699.0
7578815,https://item.jd.com/7578815.html,ThinkPadE580, ThinkPad,8G,128G+500G,,AMD Radeon RX550 2GB GDDR5 独立显存,6899.0
33162969746,https://item.jd.com/33162969746.html,惠普（HP） 官方授权店 envy13新品 13英寸超轻薄笔记本电脑 商用办公笔记本PCIE固态 银色/i5-8265U/8G/360G固态 72%色域IPS屏幕 指纹识别（2G独显）, 惠普（HP）,8G,,,,6288.0
14055988932,https://item.jd.com/14055988932.html,戴尔（DELL） 灵越5570-1305燃5000 15.6英寸i3轻薄手提办公学生笔记本电脑 双核i3-6006u 核显银色 4G内存 128G固态+1T机械 定制, 戴尔（DELL）,4G,128G+1T,,,3399.0
12693248354,https://item.jd.com/12693248354.html, 华为（HUAWEI） 笔记本MateBook X Pro超轻薄13.9英寸全面屏男女生款超极本电脑 星空灰 ｜i7 8G 256G MX150独显 豪华礼包套装, 华为（HUAWEI）,8G,256G固态,,,10966.0
13826846815,https://item.jd.com/13826846815.html,华硕（ASUS） 笔记本电脑YX570ZD游戏本顽石吃鸡15.6英寸手提电脑 顽石热血版2500U/GTX1050-2G 定制8G/1TB+128G SSD, 华硕（ASUS）,8G,128G+1T,,,4999.0
11860600095,https://item.jd.com/11860600095.html,, ThinkPad,8G,256G固态,,,5799.0
24877362147,https://item.jd.com/24877362147.html,戴尔（DELL） 金属超级本灵越5370 13.3英寸轻薄便携商务办公手提笔记本电脑学生本 不凡银【金属超薄本】 I5-8250/4G/256G固态/2G独显, 戴尔（DELL）,4G,256G固态,,,4999.0
30460982633,https://item.jd.com/30460982633.html,Apple 苹果笔记本电脑MacBook Air 13.3英寸超薄长续航轻薄本 商务办公上网学习本 MQD32CH/A+手提包（赠双膜 +无线鼠标）, Apple,其他,,,,6168.0
30359902772,https://item.jd.com/30359902772.html,戴尔（DELL） XPS13-9360 13.3英寸轻薄窄边框笔记本电脑 i5-8250U 背光键盘 无忌银 8G内存 256G NVME固态 标配, 戴尔（DELL）,8G,256G固态,,,7299.0
11943209604,https://item.jd.com/11943209604.html,戴尔（DELL） 灵越飞匣3576 15E-8525 15.6英寸超极本商务办公学生手提笔记本电脑 八代I5-8250U R5 2G独显 黑 4GB内存 128G固态硬盘 定制版, 戴尔（DELL）,4G,128G固态,,,3699.0
15549391246,https://item.jd.com/15549391246.html,ThinkPad 联想 X260系列 12.5英寸商务办公便携手提笔记本电脑 KCD@i5处理器 8G内存 500G硬盘 摄像头 Win10系统, ThinkPad,4G,500G,,,6199.0
28635502837,https://item.jd.com/28635502837.html,【超性价比】联想笔记本电脑 超薄本14英寸超便携轻薄本 手提电脑商用本上网本学生本 银色定制【4G 256G固态】 W10, 联想（Lenovo）,4G,256G固态,,,3099.0
12679513514,https://item.jd.com/12679513514.html,微软（Microsoft）Surface Pro4, 微软（Microsoft）,,,,,9838.0
8030343,https://item.jd.com/8030343.html,惠普HP200, 惠普（HP）,4G,500G,,其它,2699.0
26222384603,https://item.jd.com/26222384603.html,戴尔（DELL） 灵越游匣G3游戏本 15.6英寸高清八代i7六核手提游戏笔记本电脑I7-8750H GTX1050独显4G 黑色 八代i7 16G内存 1T机械+128G固态 定制, 戴尔（DELL）,16G,128G+1T,,GTX 1050,7099.0
13760780686,https://item.jd.com/13760780686.html,戴尔（DELL） 灵越5370-1505金属超极本 13.3英寸轻薄办公i5学生办公手提笔记本电脑 8GB内存 128G固态 银色定制 i5-8250U四核 HD620显卡 背光键盘, 戴尔（DELL）,8G,128G固态,,Intel GMA HD集成显卡,4249.0
8408019,https://item.jd.com/8408019.html,机械革命S1, 机械革命（MECHREVO）,8G,256G固态,,MX150,5699.0
15905616993,https://item.jd.com/15905616993.html,华硕（ASUS） 金属超极本RX310/R421轻薄便携商务办公超薄学生游戏手提笔记本电脑 旗舰店 石英灰/银灰色【金属超级本】 13.3英寸/I3-7100U/8G/128G, 华硕（ASUS）,4G,256G固态,,,4099.0
12690258665,https://item.jd.com/12690258665.html,微软（Microsoft）Surface Pro 4 i7, 微软（Microsoft）,,,,,8188.0
31174149237,https://item.jd.com/31174149237.html,ThinkPad 联想 E580（0FCD）15.6英寸窄边框笔记本电脑（i5-8250 8G 128G+1T 2G独显 FHD 正版Office+Win10）黑色, ThinkPad,8G,128G+1T,,,5799.0
11267688411,https://item.jd.com/11267688411.html,ThinkPad 联想 E580 15.6英寸轻薄商务办公手提笔记本电脑 @0PCD升级 : 8G 内存 256G 固态, ThinkPad,8G,256G固态,,,4099.0
34601668121,https://item.jd.com/34601668121.html,华硕（ASUS） 顽石热血版YX570笔记本电脑15.6英寸ips高清屏轻薄便携吃鸡游戏本 AMD锐龙四核处理器 GTX1050-2G/8G/1T+128G 套餐四, 华硕（ASUS）,4G,128G+1T,,,4999.0
24811823388,https://item.jd.com/24811823388.html,神舟（HASEE） 战神K650D-G4D 升级版 MX150满血显卡游戏笔记本办公学生专用手提电脑 K650D-G4D升级版 升级版G5400 8G+128G固态+1TB, 神舟（HASEE）,8G,128G+1T,,,4388.0
28453755946,https://item.jd.com/28453755946.html,华为（HUAWEI） 笔记本电脑MateBook X 13英寸2K屏轻薄商务超级本指纹识别 粉色-i5-8G-256G 官方标配, 华为（HUAWEI）,8G,256G固态,,,6988.0
32150262924,https://item.jd.com/32150262924.html,宏碁（acer） 宏碁官方旗舰店A315/ES1-433G轻薄便携学生商务办公笔记本电脑手提酷睿I5 i5-8250U/MX130-2G 套餐四:8G/500+256G, 宏碁（acer）,4G,500G,,,4699.0
12139721867,https://item.jd.com/12139721867.html,惠普（HP） 小欧HP15-BX系列 15.6英寸轻薄便携商用办公家用校园学生游戏影音娱乐手提笔记本 定制A10-9620四核 8G 256G固态 R7-M530 2G独显 FHD高清屏 WIN10, 惠普（HP）,8G,256G固态,,其它,4099.0
13019040750,https://item.jd.com/13019040750.html,苹果（Apple） 新款MacBook Air 13.3英寸笔记本电脑 Core i5/8G/128闪存版【D32】, 苹果（Apple）,8G,128G固态,,其它,6088.0
32085063394,https://item.jd.com/32085063394.html,戴尔（DELL）燃5000三代 14英寸ips高清屏八代I5四核金属轻薄本商务办公笔记本电脑 MX130独显2G 银色I5-8265U 8G内存 1T机械+128G固态NVME 定制, 戴尔（DELL）,8G,128G+1T,,,5799.0
12679733559,https://item.jd.com/12679733559.html,微软（Microsoft）Surface Pro4, 微软（Microsoft）,,,,,8188.0
33775795723,https://item.jd.com/33775795723.html,华硕（ASUS） 飞行堡垒6PLUS 17.3英寸游戏笔记本电脑 144Hz电竞IPS屏 金属电竞 i7-8750H/8G/256G+1T/1060, 华硕（ASUS）,8G,256G+1T,,NVIDIA GTX1060,10199.0
11204716862,https://item.jd.com/11204716862.html,华硕（ASUS） 新品灵耀S 2代 15.6英寸三面窄边框超轻薄商务笔记本电脑 消光灰 i7-8550U/16G/512G, 华硕（ASUS）,16G,512G固态,,MX150,7299.0
24865089817,https://item.jd.com/24865089817.html,ThinkPad 联想 New S2系列 13.3英寸超极本小巧轻薄便携商务办公高分屏笔记本电脑 i5-7200U 4G 256G固态@13CD, ThinkPad,4G,256G固态,,,4999.0
27688810077,https://item.jd.com/27688810077.html,惠普（HP） 官方旗舰店 金属Pavilion14畅游人 轻薄便携笔记本手提电脑商务办公游戏学生i5 俏皮粉【新品】 八代i5/8G/1T+128G/2G定制, 惠普（HP）,8G,128G+1T,,,5399.0
24669174285,https://item.jd.com/24669174285.html,戴尔（DELL） 灵越14E-3476/15E-3576 14英寸商务办公轻薄笔记本电脑 2G独显 i5/7200U/4G/1TB 定制, 戴尔（DELL）,4G,1T,,,3499.0
29373033774,https://item.jd.com/29373033774.html,联想小新Air14 2018款14英寸八代超薄笔记本电脑固态轻薄超极本手提本窄边框背光键盘 满血i5-8250U 16G 512G固态 荣耀银, 联想（Lenovo）,16G,512G固态,,,6999.0
11943085274,https://item.jd.com/11943085274.html,戴尔（DELL） 灵越5570 燃5000 15.6英寸独显轻薄超极本商务办公学生游戏笔记本电脑 1525炫酷银 8代i5-8250U 2G独显 16G内存 256G固态+1T 定制版, 戴尔（DELL）,16G,256G+1T,,,5499.0
3119258,https://item.jd.com/3119258.html,宏碁TMB, 宏碁（acer）,4G,128G固态,,,2499.0
14543766896,https://item.jd.com/14543766896.html, 联想IdeaPad320C 15.6英寸酷睿七代i5超薄本游戏超极本轻薄便携手提商务办公笔记本电脑 2G独显 黑色 标配【i5-7200U/4G/1T大硬盘】, 联想（Lenovo）,4G,1T,,,3499.0
5762249,https://item.jd.com/5762249.html,宏碁TMP249, 宏碁（acer）,8G,1T,,940MX,4199.0
5193968,https://item.jd.com/5193968.html,联想ideapad320, 联想（Lenovo）,4G,1T,,AMD Radeon M530,3799.0
31181587893,https://item.jd.com/31181587893.html,小米（MI） 笔记本Pro 15.6英寸2G独显 金属轻薄便携商务本学生本超薄本游戏笔记本电脑 【顺丰发货】8代I5/8G/256G 2G独显 深空灰, 小米（MI）,8G,256G固态,,,5399.0
19731759554,https://item.jd.com/19731759554.html,戴尔（DELL） 灵越5370超薄轻薄便携商务办公学生超极笔记本手提电脑13.3英寸女生迷你笔记本 粉色 四核i5-8250U 集成显卡 【8GB 256G SSD FHD】定制版, 戴尔（DELL）,8G,256G固态,,,4999.0
4817912,https://item.jd.com/4817912.html,ThinkPadT470p, ThinkPad,8G,500G,,NVIDIA GeForce 940MX,9499.0
5148297,https://item.jd.com/5148297.html,戴尔燃7000, 戴尔（DELL）,8G,,,NVIDIA MX150 (2GB),5399.0
11185871114,https://item.jd.com/11185871114.html,炫龙 炎魔T50Ti-C GTX1050Ti 4G独显/升级酷睿八代/ 吃鸡游戏笔记本电脑 GTX1050Ti i5-8300H/8G/256G SSD, 炫龙,8G,256G固态,,,5399.0
100000350916,https://item.jd.com/100000350916.html,惠普星系列 14, 惠普（HP）,8G,256G固态,,,4899.0
10529083509,https://item.jd.com/10529083509.html,, 联想（Lenovo）,8G,256G+1T,,,5499.0
33427898911,https://item.jd.com/33427898911.html,联想笔记本小新潮7000 2018新款14/15.6英寸独显固态超轻薄本 商用办公手提电脑 14英寸【A6 8G 500+128G固态】豪华版 2G独显 三边窄边框 FHD全高清屏, 联想（Lenovo）,8G,,,,4199.0
7578817,https://item.jd.com/7578817.html,ThinkPadR480, ThinkPad,8G,1T,,,7399.0
11943209605,https://item.jd.com/11943209605.html,戴尔（DELL） 灵越飞匣3576 15E-8525 15.6英寸超极本商务办公学生手提笔记本电脑 八代 I5-8250U R5 2G 独显 黑 8GB 128G固态+1TB机械 定制版, 戴尔（DELL）,,,,,4199.0
33314200154,https://item.jd.com/33314200154.html,华硕（ASUS） 顽石五代FL8000UF8550轻薄便携15.6英寸学生热血游戏笔记本电脑商务便携 星空灰i7-8550/MX130-2G 配置四8G内存/1T+128G固态硬盘定制, 华硕（ASUS）,8G,128G+1T,,,4999.0
27629019695,https://item.jd.com/27629019695.html,, 联想（Lenovo）,4G,500G,,,2199.0
31739759687,https://item.jd.com/31739759687.html,戴尔（DELL） 灵越游匣G3游戏本 15.6英寸高清八代i7六核手提游戏笔记本电脑I7-8750H GTX1050ti独显4G 八代i7 8G内存 1T机械+128G固态 标配, 戴尔（DELL）,8G,128G+1T,,GTX 1050,6899.0
31002966000,https://item.jd.com/31002966000.html,联想（Lenovo） 小新潮7000系列笔记本电脑 超轻薄便携办公商务学生上网手提本 14英寸 升级:8G 256G 2G独显 送正版office, 联想（Lenovo）,8G,256G固态,,其它,3899.0
5786121,https://item.jd.com/5786121.html,惠普Spectre13, 惠普（HP）,8G,256G固态,,,9799.0
100000321994,https://item.jd.com/100000321994.html,惠普Envy13, 惠普（HP）,8G,,,,6899.0
32113182502,https://item.jd.com/32113182502.html,华硕（ASUS） 华硕顽石FL8000U/A580笔记本电脑i7 15.6英寸超清手提轻薄游戏办公 配置五i7-8550U/8G/256+1T/2G, 华硕（ASUS）,8G,256G+1T,,,5299.0
32689661320,https://item.jd.com/32689661320.html,惠普（HP） 星系列14英寸笔记本电脑 畅游人8代超级本窄边框轻薄学生本便携办公本 金属 静谧银 8代i5四核/8G/128G SSD+1T/核显, 惠普（HP）,8G,128G+1T,,,4899.0
16674438293,https://item.jd.com/16674438293.html,【2018力荐款】联想14英寸高性价比商务办公笔记本电脑 超薄本家用娱乐上网本 手提电脑轻薄本商用本 定制-N3350/4G/500G硬盘/核显/黑色, 联想（Lenovo）,4G,500G,,,2188.0
10020149303,https://item.jd.com/10020149303.html, 华硕（ASUS）笔记本电脑超薄A480U/R419U轻薄游戏14英寸办公八代i5-8250U 【推荐】i5-8250/4G/500G/2G 金, 华硕（ASUS）,4G,500G,,,3999.0
32284195546,https://item.jd.com/32284195546.html,小米（MI） 小米 (MI) 15.6英寸 金属轻薄笔记本电脑 i5-8250U 8G 1T+128G 2G独显 全国联保, 小米（MI）,8G,128G+1T,,,4298.0
27633197658,https://item.jd.com/27633197658.html,微软（Microsoft）Surface Pro4, 微软（Microsoft）,,,,,6838.0
33615175215,https://item.jd.com/33615175215.html,小米（MI） 笔记本Ruby 15.6英寸笔记本电脑商务办公娱乐游戏学生轻薄国民本 【经典版】8代i5/4G/128G固态硬盘 MX110 2G独显, 小米（MI）,4G,128G固态,,,3699.0
30903126200,https://item.jd.com/30903126200.html,ThinkPad 联想 P71专业移动工作站17.3英寸笔记本电脑i7-7700HQ 16G 256G+1TB双硬盘 6G独显@0ECD 背光键盘 3年质保 Win10, ThinkPad,16G,256G+1T,,,23999.0
13535604797,https://item.jd.com/13535604797.html,戴尔（DELL） XPS15-9570 15.6英寸轻薄超极本窄边框商务游戏笔记本电脑 i7-8750H GTX1050Ti 4G独显 16G内存 NVMe512G固态+1T机械定制, 戴尔（DELL）,16G,512G+1T,,GTX 1050,15999.0
6736329,https://item.jd.com/6736329.html,ThinkPadX1 Yoga, ThinkPad,8G,256G固态,,英特尔 UHD 620显示芯片,11999.0
7265649,https://item.jd.com/7265649.html,ThinkPadS2, ThinkPad,16G,512G固态,,英特尔 UHD 620显示芯片,11999.0
31006534191,https://item.jd.com/31006534191.html,联想笔记本ThinkPad X280轻薄本 12.5英寸商务办公笔记本电脑2018款超极本 22CD@i5-8250u 16G 256G固态, ThinkPad,16G,256G固态,,Intel GMA HD集成显卡,7999.0
5247876,https://item.jd.com/5247876.html,微星GL, 微星（MSI）,8G,128G+1T,,GTX1050Ti,5999.0
31862375418,https://item.jd.com/31862375418.html,华为（HUAWEI） 荣耀MagicBook笔记本 14英寸轻薄便携学生本商务本超薄本笔记本电脑 冰河银i5+8G+256G集显非触屏版, 华为（HUAWEI）,8G,256G固态,,MX150,4799.0
19984744286,https://item.jd.com/19984744286.html,APPLE苹果 18新款笔记本电脑 MacBook Pro苹果电脑笔记本pro 15.4英寸17老款 17款i7-16-256G-MPTR2CH/A灰色, APPLE苹果,16G,256G固态,,,15988.0
12833563386,https://item.jd.com/12833563386.html,联想（Lenovo） 小新潮5000 15.6英寸手提笔记本电脑酷睿七代i5-7200U 定制版i5 8G 1T+240G固态 2G, 联想（Lenovo）,8G,,,,4799.0
32105534519,https://item.jd.com/32105534519.html,惠普（HP） 授权店 ENVY15 X360新款 15.6英寸轻薄本 翻转触控笔记本电脑 指纹解锁 i7/8G/512G固态/4G独显/银色 IPS屏 正版Win10 指纹解锁, 惠普（HP）,8G,512G固态,,,7988.0
29191832289,https://item.jd.com/29191832289.html,联想ThinkPad P51设计本 4G专业图形显卡 15.6英寸FHD高端移动图形处理工作站笔记本 【3JCD】i7-7700HQ 独显M1200 64GB内存 1TB固态硬盘, ThinkPad,其他,1T,,,23899.0
29308594023,https://item.jd.com/29308594023.html,, ThinkPad,16G,256G+1T,,,15899.0
19571348870,https://item.jd.com/19571348870.html,惠普（HP） 笔记本电脑17.3英寸 学生上网轻薄便携手提cr0000TX/cr0001TX 定制I5 8250 8G 1T+128G, 惠普（HP）,其他,,,,5299.0
26328940665,https://item.jd.com/26328940665.html,戴尔（DELL） 灵越飞匣3000 Ins3576 15.6英寸高清八代四核办公学生笔记本电脑独显2 G 15E-8725B 黑色 四核I7-8550U 8G内存 1T机械+256G固态 定制, 戴尔（DELL）,8G,256G+1T,,,5299.0
20823451028,https://item.jd.com/20823451028.html,, 联想（Lenovo）,8G,128G+500G,,,2899.0
6463262,https://item.jd.com/6463262.html,微软（Microsoft） 微软Surface Book 2 二合一平板电脑笔记本 15英寸 Intel i7 16G内存 1T存储 银色, 微软（Microsoft）,16G,1T,,NVIDIA GTX1060,23688.0
33317005633,https://item.jd.com/33317005633.html,宏碁（acer） 宏碁官方旗舰店蜂鸟Swift3轻薄本超薄便携学生办公商务14英寸高清笔记本电脑手提 星光银i5-8250U/MX150 套餐四:8G/256G PCI-E, 宏碁（acer）,4G,128G固态,,,5299.0
18308671261,https://item.jd.com/18308671261.html,联想（Lenovo） 小新潮7000 14英寸超轻薄窄边框笔记本电脑酷睿八代i5-8250U 【8G+256G】人气定制 极光银, 联想（Lenovo）,8G,256G固态,,其它,5399.0
13942424930,https://item.jd.com/13942424930.html,戴尔DELL燃7000 ii 灵越7572 15.6英寸微边框轻薄超极本商务办公学生手提笔记本电脑 流光银 i7-8550U 4G独显MX150 8G内存 256G固态+1TB 定制, 戴尔（DELL）,8G,256G+1T,,,6999.0
14995522119,https://item.jd.com/14995522119.html,三星（SAMSUNG） 300E5M 15.6英寸超轻薄便携学生游戏手提电脑商务办公笔记本电脑轻薄本 【E5M标配】4G/128G固态/ 黑色, 三星（SAMSUNG）,4G,128G固态,,,2199.0
7364714,https://item.jd.com/7364714.html,ThinkPadE480, ThinkPad,8G,256G固态,,Intel UHD Graphics 620,6099.0
28219713454,https://item.jd.com/28219713454.html,惠普（HP） 星系列14英寸笔记本电脑 畅游人8代超级本窄边框轻薄学生本便携办公本 金属 时尚金 8代i5四核/8G/128G SSD+1T/独显, 惠普（HP）,8G,128G+1T,,,5399.0
10645931983,https://item.jd.com/10645931983.html,微软（Microsoft）Surface Book, 微软（Microsoft）,,,,,22988.0
32519981446,https://item.jd.com/32519981446.html,荣耀笔记本电脑MagicBook 14英寸轻薄窄边框商务办公学生超极本指纹识别I7独显吃鸡笔记本 冰河银 R5 8GB 256GB锐龙版, 华为（HUAWEI）,8G,256G固态,,MX150,3949.0
1215755645,https://item.jd.com/1215755645.html,联想ThinkPad E480轻薄笔记本14英寸窄边框商务办公游戏笔记本手提电脑i5-8250U 8G内存 1TB机械硬盘@03CD, ThinkPad,8G,1T,,,5199.0
31482663620,https://item.jd.com/31482663620.html,, 惠普（HP）,4G,128G+500G,,,4299.0
7587841,https://item.jd.com/7587841.html,华硕S5100UN, 华硕（ASUS）,4G,1T,,MX150,5299.0
19285995866,https://item.jd.com/19285995866.html,联想ideapad720S超轻薄笔记本电脑i5办公手提上网本13.3英寸 i5-8250U 8G 256G固态 金色 标配, 联想（Lenovo）,8G,256G固态,,,5899.0
28544066721,https://item.jd.com/28544066721.html,戴尔（DELL） 银河战舰成就7000 15.6英寸全高清商务办公便携游戏笔记本电脑指纹背光键盘 i7-8750H GTX1060 6G独显 (16G 256G固态+1T)蓝牙 背光键盘 定制, 戴尔（DELL）,16G,256G+1T,,NVIDIA GTX1060,9399.0
28278002546,https://item.jd.com/28278002546.html,惠普（HP）星系列15英寸畅游人笔记本电脑 8代i5窄边框超级本轻薄便携独显学生游戏本 金属 香槟金 8代i5四核/4G/128G+500/独显, 惠普（HP）,4G,128G+500G,,MX150,500.0
12673528028,https://item.jd.com/12673528028.html,联想超级本Ideapad330-15 320酷睿i3 i5手提商务办公家用学生轻薄笔记本电脑 超薄本 定制 i3-7100U 8GB 500G单硬盘 2G独立显卡 Win10系统 星光银, 联想（Lenovo）,8G,500G,,,3199.0
19429174816,https://item.jd.com/19429174816.html,华硕（ASUS） 旗舰店 RX310 13.3英寸轻薄笔记本电脑 石英灰 配置四 i7-7500U/8G/512G固态/独显, 华硕（ASUS）,8G,512G固态,,,6199.0
25720372598,https://item.jd.com/25720372598.html,联想超薄本IdeaPad320S 15.6英寸笔记本电脑i5-7200U轻薄游戏本独显学生超极本 8G 256G固态 银色 定制 高清屏 2G独显 正版WIN10 小新潮7000同款, 联想（Lenovo）,8G,256G固态,,,4699.0
10632140890,https://item.jd.com/10632140890.html,戴尔（DELL） 灵越游匣游戏本G3 17.3英寸8代i7六核1060显卡轻薄游戏笔记本电脑 i7-8750H 6G独显 黑色 32G内存 NVMe512G固态+1T机械 定制版, 戴尔（DELL）,32G,512G+1T,,NVIDIA GTX1060,11599.0
14704039155,https://item.jd.com/14704039155.html,三星（SAMSUNG） 300E5M 15.6英寸超薄便携商务办公手提电脑 独显学生游戏笔记本电脑 白色 300E5M i5-7200U 【定制】i5/8G/256G固态/2G显存, 三星（SAMSUNG）,8G,256G固态,,,3899.0
24877362152,https://item.jd.com/24877362152.html,戴尔（DELL） 金属超级本灵越5370 13.3英寸轻薄便携商务办公手提笔记本电脑学生本 不凡银【金属超薄本】 I3-7130/8G/128G固态 定制, 戴尔（DELL）,8G,128G固态,,,3899.0
100000319684,https://item.jd.com/100000319684.html,宏碁SF313, 宏碁（acer）,4G,256G固态,,,4799.0
26596042373,https://item.jd.com/26596042373.html,联想 小新潮7000 13.3英寸酷睿八代四核窄边框超轻薄笔记本电脑学生商务办公手提超极本 花火银 I5-8250U 4G 256G固态 win10, 联想（Lenovo）,4G,256G固态,,,4599.0
11825744830,https://item.jd.com/11825744830.html,, 联想（Lenovo）,8G,128G+1T,,,3849.0
27999113648,https://item.jd.com/27999113648.html,联想笔记本电脑小新锐潮IdeaPad330 15.6英寸 I3-8121U商务办公大学生轻薄游戏本 定制升级 4G内存 1TB+128G固态 2G独显 铂金灰, 联想（Lenovo）,4G,128G+1T,,,3699.0
13936596294,https://item.jd.com/13936596294.html, 华硕（ASUS)金属超薄笔记本电脑灵耀R421/S4000轻薄14英寸i5游戏手提电脑 冰金i5-8250U S4000标配4G/256G固态/FHD窄边框, 华硕（ASUS）,4G,256G固态,,,4199.0
25391434012,https://item.jd.com/25391434012.html,宏碁（acer） 宏基墨舞TMP259/2510 15.6英寸学生游戏商务办公笔记本电脑高清独显 GT940MX-2G独显 FHD全高清 背光键盘 酷睿i5 8G 128G固态+1TB 定制, 宏碁（acer）,8G,128G+1T,,,3999.0
34124667853,https://item.jd.com/34124667853.html,华硕（ASUS） 笔记本电脑游戏15.6英寸学生商务办公A580手提电脑上网本 灰色 4G内存128G固态2G独显, 华硕（ASUS）,4G,128G固态,,R7 M260 2GB,2899.0
10392074175,https://item.jd.com/10392074175.html,ThinkPad X1 TABLET 2017 12英寸超薄平板二合一笔记本电脑 0000)i5-7Y54 8G 256G（含键盘）, ThinkPad,8G,256G固态,,,7499.0
25117369672,https://item.jd.com/25117369672.html,ThinkPad 黑将S5 15.6英寸FHD高性能游戏笔记本电脑 i5-7300HQ 8G内存 128G固态+1TB机械@0UCD GTX1050Ti-2G FHD Win10, ThinkPad,16G,128G+1T,,GTX 1050 ti,6499.0
31340836891,https://item.jd.com/31340836891.html,微软 （Microsoft） Surface Book2 二合一平板笔记本电脑酷睿i7八代1060独 I7-8650U/16G/1T/1060-6G, 微软,16G,1T,,,22811.0
16309674112,https://item.jd.com/16309674112.html,惠普（HP） 薄锐ENVY15 X360 15.6英寸轻薄窄边框触控翻转触控超级笔记本 标配【4K屏8.5代i7/8G/1T+256G SSD MX150满血版 4G独显 IPS触控屏】, 惠普（HP）,8G,128G+1T,,,9299.0
14713428038,https://item.jd.com/14713428038.html,联想拯救者Y7000游戏笔记本电脑手提15.6英寸酷睿八代四核i5-8300H 标配 8G 1TB 大硬盘 1050 4G 标准版 酷睿八代标压性能满血版, 联想（Lenovo）,8G,1T,,GTX 1050 ti,5799.0
28654941953,https://item.jd.com/28654941953.html,小米（MI） 笔记本Air 12.5英寸全金属超轻薄笔记本电脑便携商务超级本 【定制｜银】M3 4G 128+256G固态, 小米（MI）,4G,,,,4299.0
