,sequence,label
2645,求推荐，尼康P500和松下FZ47选哪个好如题。我希望老鸟们客观的告诉我两款相机哪个更值。对了我比较在意微距。其他的要求，画质要尽量好吧！也就是玩玩 再就是，请告诉我在哪里买靠谱！价位！ 拜谢 再拜,1
2646,新手拍片模糊不清 想入手三脚架求推荐RT 新手拍片模糊不清 而且对焦对不准是怎么回事？还有有没有测光的具体操作步骤？ 想入手三脚架求推荐 价格不要太贵 上班族太贵吃不消 最好是物美价廉 求指点！~ 谢谢亲们,1
2647,想入手部入门级单反，求大家推荐。想入手部入门级的单反，就是出去旅游拍拍，好的景色卡片机太浪费了，所以搞个入门级的，预算5000以下，目前看中佳能650D和尼康D5200，求大家踊跃发言，推荐部好的上手容易的单反。,1
2648,想买佳能的价位在1000到1500左右，请推荐几款不太懂相机，就是家用的，价位在1000到1500，佳能的。。,1
2649,想购一款长焦数码相机，大家帮忙推荐一下吧想购一款长焦数码相机，大家帮忙推荐一下吧，谢谢了,1
2650,准备入手一个定焦镜头，有什么推荐的吗？准备入手一个定焦镜头，主要用处嘛，就是拿来拍人像。 看了半天，50mm 85mm的，1.4的1.8的，越看越迷糊了。 请大家帮忙推荐款合适的。 PS，相机是D7000.很多人说没有必要买带g的，大家什么看法？ 谢谢！,1
2651,本人5100想配个外闪 求摄友们推荐一款不知道用相机自带的好用么..感觉反光挺严重的..色彩不自然...配个外闪会不会好点...求高手指点,1
2652,刚入手一台D80 ，还没有买镜头，想买个镜头，不求高品质，求推荐，求卖家，刚入手一台D80 ，还没有买镜头，想买个镜头，不求高品质，求推荐，求卖家，,1
2653,脚架的推荐开始慢慢学起来了，觉得晚上没有脚架还是有点困难，想入手百诺的 价位在300到600之间吧 希望有前辈推荐,1
2654,想进个定焦，请各位大侠推荐一下。D7000买了一个多月，只配了个套头18-105，现在想进个定焦，用于拍人像，静物等，请各位大侠推荐推荐。谢谢。,1
2655,大家给我推荐个闪光灯吧机子D90，我打算配个闪光灯，只要有无限引闪就行，要求不是很高，我才是入门，谢谢各位大大了,1
2656,求推荐尼康1系列的转接环求推荐一款把尼康F卡口镜头转接到1系列机身上的转接环 原厂那个要1500，感觉贵的飞天，淘宝上很多两三百的，所以想找个副厂的，如果有用过的推荐一个谢谢~！,1
2657,求入门单反推荐首先说明，我对摄影没有兴趣，平时我很少留影。现在由于家庭原因，准备买个入门级的单反备用，以后也不准备升级什么的，就是很普通的家庭旅游用用而已。由于对单反完全是白痴水平，朋友们推荐下，买个什么机器陪什么,1
2658,最近想入一个佳能的长焦不知道选哪个好，请好友推荐一下。是选100mm-400mm（大白）还是等200mm-400mm，f4（还没上市）谢谢了？,1
2659,准备入手一部单反，用上3.5年的。求推荐本人学设计的、热爱摄影、 喜欢自拍、生活 之前有用佳能长焦相机SX 50SH。 现在想换单反。 打算买一部准备用上3.5年的。 不知道买什么好呀～。 资金预算在5000元上下的 求推荐 有朋友推荐佳能600D、（18-135）镜头、,1
2660,最近想入手3000左右的相机，能否推荐一下。本人对相机不太明白，就像买一个性价比高一点儿相机，我在网上看了几款不知道哪种好（尼康：D3000、J1、P7100、P510）（佳能：powershotSX40、EOS1100D），或者给我推荐别的也可以（3000元左右的都可以），在此谢过,1
2661,650D 18-135...想买个三脚架..不用贵的.凑合着就可以..大家推荐一下吧..谢谢650D 18-135...想买个三脚架..不用贵的.凑合着就可以..大家推荐一下吧..谢谢,1
2662,不要单反，想要拍人像虚化的便携机，请大侠们推荐个。有了SX50，配个大光圈的小DC能拍出虚化人像么?或者微单？请懂行的大侠们出招。不要傻大冒单反，效果是不错，就是大又笨啊。,1
2663,60D+15-85镜头 想进个长焦 大家推荐一个刚刚入手60D+15-85镜头 想进个长焦 大家推荐一个穷人用，像爱死小小白感觉有点伤不起，不带防抖小小白又怕拍不出好片。55-250又怕成像效果不好！,1
2664,我想买一个新百微，哪家靠谱？推荐下我想买一个新百微，哪家靠谱？有网购经验的朋友推荐下,1
2665,"请为D800推荐一款备机自己去年网购了一个港行D800，配行货尼康24—70镜头，照相效果真的好，就是平时用或出门带上太笨重，一直想买个小型数码相机，作为备机用，看准了三款，一个是索尼RX100,一个是刚上市的佳能G1X Mark2,另一款是理光GR",1
2666,尼康D5100这款机 怎么样~~有没有不足~~我是新手向买个相机 ~求推荐尼康D5100这款机 怎么样~~有没有不足~~我是新手向买个相机 ~求推荐,1
2667,求推荐尼康单反新人一枚，求推荐尼康入门单反，适合家用和学习。,1
2668,镜头推荐下！d7100标配尼康18-105的镜头，请各位推荐下性价比高长胶头。,1
2669,"菜鸟问:求推荐近摄镜,淘宝琳琅满目对摄影刚入门不懂得选价格20到数百不等,求推荐个适合小五用的近摄镜 品牌及价格菜鸟米不多 性价比高最好",1
2670,打算入5R16-50标头+佳能50 1.8，有什么转接头推荐 ？入手的朋友推荐下转接头。,1
2671,室内 棚拍 半身人像+微拍，求推荐一款1500元以内的定焦头各位前辈，小弟淘宝上卖裤子，经常需要室内拍摄半身照+微拍，摄影室大概12平左右，配有柔光箱、闪光灯、背景布，想给A57配一款定焦头，请大家帮忙推荐几款，资金有限，预算1500元以内~,1
2672,我朋友想买个1000元左右带摄像功能的相机，各位推荐推荐！万分感谢我朋友想买个1000元左右带摄像功能的相机，各位推荐推荐！万分感谢！,1
2673,尼康D90配镜头，求推荐及说明，感谢！！！小弟的D90想上个好点的头，主要用途是照汽车的展示图，其次是人物？要求头偏专业够大气,1
2674,大家有给5n用三脚架吗？有木有好的推荐！不知道大家是不是有用三脚架的习惯。我刚入手5n，拍夜景手总是抖..所以想入手只三脚架，大家有什么好的推荐吗？,1
2675,推荐一个网上存放照片的好地方--百度网盘我正在试用，感觉不错！ 16G空间，够大吧！ http://pan.baidu.com/netdisk/beinvited?invite_code=a4e0f67f4706d66a842da4b94c6091fc http://pan.baidu.com/netdisk/beinvited?invite_code=0128eeb8a4a67554d92eec,1
2676,我想入一支28MM的定焦镜头，适合NEX上用的，请版主和好友们推荐，谢谢了。我想入一支28MM的定焦镜头，适合NEX上用的，要锐度好点，烦请版主和好友们给我推荐几款。,1
2677,给大家推荐一个好的兼职，绝对正规可靠哦~~前几天上网的时候偶然间看到好朋友发了一条状态， 说自己正在做兼职，一天就挣了100多块。我那个羡慕啊，于是就问她怎么做的，她也不吝啬就教给我了。我自己做了几天感觉确实不错，也赚了点钱。也想分享给大家~我具,1
2678,推荐个NEX5T的卖家网址吧现在NEX5R已经没有货了，有也是尾货了吧，哪个朋友推荐个可信任的淘宝卖家？价格要比京东便宜，而且有APP。,1
2679,SONY A550广角镜头推荐（2000-3000价格）首先考虑原厂的，其次副厂 各位摄友推荐下性价比高一点的吧。,1
2680,准备入kr坛友们推荐下 经济实惠的 标头和广角不准备入套头，准备入一标头和一广角，坛友们推荐下，经济实惠为好，无米啊,1
2681,手表和电脑，顺便求推荐机器。用手边的东西随手拍了几张。这机器用了好久，想换一个，不知有何推荐。器材:柯达 Z915[柯达数码相机]时间:2012-09-21 09:56:54快门:0.4光圈:F/3.5焦距:6毫米感光度:100器材:柯达 Z915[柯达数码相机]时间:2012-09-21,1
2682,求三脚架推荐想入一个200左右的三脚架 平时几乎不用 只是偶尔出去拍拍夜景用要求能承受KX+553重量的就可以 谢谢了,1
2683,18-135套机想上个广角头请用过的好友推荐一下18-135套机想上个广角头。翻了一圈相中了图丽 AF 11-16mm f/2.8。结果跟本没出PK口的，郁闷，请用过的好友推荐一下,1
2684,世园会练手，感谢夏日清风版主推荐购机欢迎大家不吝指点，感谢1p器材:尼康 D7100[尼康数码相机]镜头:尼康 AF-S DX尼克尔 16-85mm f/3.5-5.6G ED VR[尼康镜头]时间:2014-04-16 10:05:42.80快门:1/160光圈:F/11.0焦距:16毫米感光度:1002p器材:尼康 D7100[尼,1
2685,新入手了X100，望大家推荐一下配件（非原装哈）请问一下，有关X100的配件些，非原装的，有哪些价廉物美的推荐啊，谢谢大家了我自己做了个初步的选择，望指教配件清单如下：储存卡：已购买闪迪 16G 45M/S 价格128元皮套：个人准备选择组装皮套 价格50-60元遮光罩+,1
2686,求推荐一款腕带，谢谢大家了如题每天挂脖子上，受不了啊请机油们推荐几款，方便的话附上买的价格谢谢,1
2687,推荐一个柯达机友群Z710 Z712 z740 Z950 Z812 Z980 Z981 Z990 Z1012 机友群255153312 欢迎大家发片交流,1
2688,请好高手推荐一下入门级的单反我是一名刚入门的单反菜鸟玩家，现在想买一台属于自己的单反，现在我看中了两台尼康D3200和宾得K50不知道要买那台，请高手帮下,1
2689,哪位朋友给推荐一款内存卡我现在用的D7100 装的是2张30MB的写速卡 感觉慢 纳纹朋友给推荐一款高速的卡,1
2690,想玩老镜头求推荐~~~~最近想玩老镜头转接微单，求各位老师推荐,1
2691,请问管理员，我发的帖子《我为什么会选择黑卡并推荐黑卡》为何不见了，能给个解释吗如题，我发的帖子《我为什么会选择黑卡并推荐黑卡》为何不见了，能给个解释吗,1
2692,帮忙推荐个旅游的三脚架9月份准备去广西旅游 主要拍桂林夜景 德清瀑布 北海日出 还有梯田 原本想带个独脚架出去 但想了一下其中几个地方不用三脚架确实不行 求推荐一个A55的三脚架 偶不是器材党 实用+携带方便 另外没钱不准备上几千的架子,1
2693,请大家帮忙推荐一款机子单反太大不想要，想要一款能随身携带的，底要大点，全手动功能，价格2千以内，二手机都行，谢谢！,1
2694,武汉‘循礼门’附近，有哪些稍微好玩的景点? 求推荐我是黄冈的，想过段时间去武汉玩玩，可能玩几天吧，在家太无聊~ 循礼门以前就去过2次，买相机去的~，中山公园~解放公园~就不去了 熟悉这一地带的武汉朋友麻烦说下，谢谢！,1
2695,#版主推荐# 【转帖】倾国倾城：问道、求剑（1）----（9）目录倾国倾城是武汉版的第一任版主，武汉版的创始人。虽然不是职业摄影人，但是，他的作品具有很高的造诣，他对相机也颇有研究。在离任之前，他撰写了九篇关于摄影技术方面的文章，无私的为摄友留下了宝贵的经验介绍。这,1
2696,小白求微单推荐！小白想入手一部微单~ 但是没什么头绪。在找了相关资料后 备选了以下5款~烦请各路大神给点建议~ 尼康J1 索尼NEX-3N 三星NX1000 松下DMC-GF5CGK Olypus E-PL3 小白感谢至极 T T,1
2697,请为我推荐一款这样的单反相机请为我推荐这样一款单反相机：同样明暗的光线环境下，同样大小的光圈和同样的感光度，快门却比别的单反快一些或快得多，有没有这样的相机？请为我推荐一款。,1
2698,帮忙推荐SX50国产电池刚入手了SX50.想再配块国产电池.什么牌子的好了？帮忙推荐.谢谢,1
2699,麻烦推荐用来捕捉孩子精彩瞬间的相机麻烦各路大神推荐用来捕捉孩子精彩瞬间的相机！ 由于小孩好动。用原来的相机拍的时候总是会有拖影或是对焦不准。 请问一下，3000元左右的机子有哪些比较适合。 适合全家人用。最好是有虚化效果。 （另外麻烦推荐一下,1
2700,10-30的套头丢了，想买个新头补充下，属推荐今天在云南喜州把10-30的广角套头弄丢了，苦恼了一早上。想买个新的补充下，求推荐啊。窝是摄影新手。,1
2701,求前辈推荐单反！我自己用的是D3000套机+50 1.8的配置，平时自己一直在用，现在我有朋友问我5000预算下，什么单反性价比高一点，我自己只关注D3000，对其他不了解，所以特来我们的D3000论坛问下各位前辈，5000预算下什么机子性价比好,1
2702,求推荐几个镜头。。。已有18-105狗头、50mm定焦头，求推荐。。。。,1
2703,如果只留/只入两只镜头，各位有没有神推荐？！！！RT！我想了一个方案：16-50、50-135朋友给了一个方案：15、50-135各位大大自己的想法呢，只管给出你们心里的最佳选择就好，其他不用考虑~~求神推荐~！,1
2704,好喜欢宾得相机的外观，请推荐我没用过单反，但是在帮别人拍的时候按过几次快门，声音好美。所以想自己买一款便宜点的来玩玩 我主要是用作日常生活比如旅游和记录 我看了一下KR，很漂亮，价格也不贵，但是不知道现在还有没卖 请各位推荐5000左右,1
2705,"求推荐KX的镜头,锐一点的想配个镜头，现在就是用的18-55，主要拍宝宝，静物，和风景，好像很多推荐腾龙的A09，但我又看到腾龙那个90微距头人像也不错，大家给点意见 价格3000之内现在打算入DA35了，另外想再入个锐一点的，焦段比18-55长点的",1
2706,推荐一个菜鸟学摄影，很不错的地方佳能官网，非单反，普通数码相机的，绝对经典，值得一览。从上手到技巧，应有尽有。菜鸟学摄影不错的地方。 http://www.canon.com.cn/products/dczhinan/1_01.html,1
2707,清洁hs33的镜头是镜头笔好还是镜头纸好？镜头笔好还是镜头纸好?菜鸟求推荐。谢谢拉。请给位大师推荐一下，清洁镜头，是镜头好还是镜头纸好？哪个品牌呢?（我不是打广告的，真心求助）或者说说大家都是用的什么来清洁镜头的？谢谢......,1
2708,谁能推荐一下深圳哪些婚纱摄影比较好？黄昏点滴。如纱的秋雨。 拍出创意“摆拍”是旅游摄影用得最多的表现手法。全家出游或者三朋四友集体留念，总爱整齐地排成一行或数行。90后韩式婚纱摄影“到此一游”的纪念照，这样似乎失去了乐趣，你可以有更多的想,1
2709,新手准备买中端单反 是买佳能70D还是尼康7100 求推荐 ！！新手准备买中端单反 是买佳能70D还是尼康7100 求推荐 求老鸟 推荐啊！！,1
2710,第一本黑卡的摄影教程！！内容太丰富了！！嗨，黑卡，给大家推荐很想找一本黑卡的教程，一直没有找到合适的，昨天上掏宝，突然发现有了一本新书，《嗨，黑卡》，果断买下，买到后发现真是不错。给大家推荐。器材:理光 GR[理光数码相机]时间:2014-09-08 20:25:22快门:1/8光圈:F/3.5,1
2711,2014年了，原来用索尼的A550，现在想换个单反A900怎么样，还是有其他推荐！2014年了，原来用索尼的A550，现在想换个单反A900怎么样，还是有其他推荐！,1
2712,开拓眼界，推荐一个实践贴！http://forum.xitek.com/forum.php ... age%3D1#pid56310547 我跟帖在7楼。无忌ID“zhangct ”摄友发表于 2014-9-10 10:04《微单转接新玩法：a7r、nex-5n转接中画幅手动镜头接片极致分辨率的终极体验》自从索尼公司,1
2713,求大神推荐一款RX10完美兼容的无线快门。如题，小弟跪谢啦。,1
2714,请大师推荐下重量小一点体积小轻携带方便的三脚架。请大师们推荐一下，谢谢了！,1
2715,求推荐2000左右的摄像机想购买2000左右的摄像机，高清，性价比高。家用，主要是想给孩子留点童年的影像，没用的功能越少越好。,1
2716,求推荐2000左右的摄像机想在下个月买个2000元左右的摄像机最好是大品牌的，要高清的，性价比高的。主要用于给孩子留点童年影像。没用的功能越少越好。 谢谢各位指点。,1
2717,暑期游大推荐——魅力东京各位朋友期末考考得怎么样啊？管它呢，即考之，则安之。还是转换头脑想想暑假怎么欢度吧！LZ推荐大家去东京走走，马上分享下LZ的旅游亮点经验，看后大家绝对会赞同我的推荐的。 东京是世界第一大城市，这里商圈密布,1
2718,那位大侠给我推荐一款万元的摄像机？索尼HXR-MC1500C怎么样那位大侠给我推荐一款万元的摄像机？索尼HXR-MC1500C怎么样，报价如何，都什么配置呢？有人说目镜离显示屏太紧，拍摄时头晕的厉害，这个问题突出吗,1
2719,PJ580E CX580E价位差不多，参数也差不多，求推荐PJ580E CX580E价位差不多，参数也差不多，求推荐,1
2720,5000预算求个相机推荐 有内详？5000预算求个相机推荐 有内详？1准备明年出去 搭车游中国啊 所以一路上是人物 建筑 风景 什么都有啊2我最喜欢的是画质3 5000以内的预算 单反不考虑 1是我有 2是太笨重 背包好累的4 我看中了 X100 sony NEX-5R 或者您,1
2721,"【转】【K-01】时隔8个月重返P家，忍不住来晒晒我目前的器材【顺便求推荐一支标变】如题，本小白不想当器材党，所以几年前陆续入了K-m, K10d后，一直用到去年，中间一直也没想过升级机器。忍住一切诱惑，先后错过了K20d,K7,K5,Kx,kr等骚机，一直潜心玩狗头和各类手动镜头，排出的片子自认有些特点，",1
2722,18-55不够用了。入门手动头，求标头，挂机头，长焦推荐。预算150018-55不够用了。入门手动头，求标头，挂机头，长焦或者变焦推荐。预算1500。对老头市场不够了解，标头50 1.7之流还是必须一个，剩下哪些头锐度好的，成像色彩都不错的，求推荐。1500，能多买几个算几个。,1
2723,求一个便宜好用的三脚架推荐打算尝试夜景烟花 缺一三脚架 求给位好友推荐一个便宜好用的三脚架,1
2724,新入手XE1，求推荐相机包xe1+1855镜头，原来的单反包太大，长焦dc的包太小，求推荐一款相机包，多谢各位,1
2725,大家都用的什么脚架环？？求推荐刚入手了小小白 想买个脚架环 淘宝上乱七八糟的 求大大们推荐一个靠谱的 跪谢,1
2726,请朋友推荐一款性价比高的三脚架请朋友推荐一款性价比高的三脚架,1
2727,请大家推荐户外防晒装备阳光太毒，防晒霜作用不大，再和小五到户外，斑斑可能要光顾我了…… 保护皮肤要紧，打算买顶适合摄影用的渔夫帽以及披肩等装备~ 敬请影友们推荐使用过认为满意的产品……谢谢！ 比如以上2款，右面那款是不是太,1
2728,索尼卡口 35焦段 3000以内，大家有什么好的推荐？如题！纠结索尼的35 1.8 紫边太严重，50 1.8容易进灰 等效75mm 不太适合拍场景；适马30 1.4容易跑焦。（以上结论均来自网络！）所以很想听听大家都有什么建议，其实自身还是想多倾向索尼镜头。希望大家有这些镜头的,1
2729,有450D和mark ii的情况下，想选择一款微单求推荐~~~~~~玩儿单反有5 6年了，从450D到无敌兔慢慢摸索点门道。喜欢一个人出去旅行，3年半走了全国。但是背着单反也就照个景，回头看照片发现几乎没有自己的，或者让路人甲乙丙帮忙留影的。又是微博控女生，所以想麻烦各位大神,1
2730,小白用户求高手推荐摄像器材-含泪跪谢要做毕业设计了，但是需要准备器材才能继续开展，但是小女平时不接触摄影，完全是菜鸟，周围也没有可以咨询的高手，故找到这里来提问，希望得到帮助，谢谢了先！器材要求如下：天文望远镜+转接环+摄像机，拍摄1w米-1,1
2731,想买个1500以下的长焦相机、各位大大有没有什么好的推荐下啊主要是用来拍淘宝衣服的、然后就是拍微距和夜景好一点、还有个就是拍风景、各位大大帮帮忙啊。,1
2732,1500以下的数码相机帮推荐几个我想买个1500以下的数码相机，不知道哪些好，新人，对这东西不太了解，就推荐，谢谢了,1
2733,"外行求购相机，求推荐要求： 1、最好是类似于 富士SL305的外形 2、电源不要AA电池的，要锂电池的！ 各位提点意见,推荐推荐！",1
2734,想买一个微单 求推荐本来在美国，应该会便宜一些。求推荐这个买来就拍拍风景 还有自拍。。。不介意品牌,1
2735,外行求购相机，请各位推荐外行求购相机，求推荐，要求： 1、价格2000以内 2、类似于富士SL305的外形 3、不要AA电池的，要求锂电池,1
2736,本人想买一个数码相机家用的但是不知道买什么的好。求告诉推荐本人想买一个数码相机家用的但是不知道买什么的好 希望像素好。照出来清晰度高。还有就是走动或者流动的物体抓拍的时候能清晰的成像,1
2737,"求大神们推荐高清超微型摄像设备听说现在网上有Q5等微型摄像器材 ,有更好更小的微型摄像器材吗? 请大神们推荐~~~",1
2738,新手入门想入手个单反 求推荐新手入门想入手个单反 求推荐 感激啊感激,1
2739,马上上飞机了，想航拍买个DV，求推荐！马上出国学飞行了，想入个DV以后航拍用，小飞机大概500~1000米高空，求推荐款DV，5000以内吧，哪个性价比高点？,1
2740,请教各位大侠 小弟想入手4000到5000之间的索尼摄像机，推荐下好么 谢谢！如题,1
2741,想买个1500以下的长焦相机、各位大大有没有什么好的推荐下啊主要是用来拍淘宝的衣服和鞋子的、然后还有拍微距和夜景好一点、还有拍风景、各位大大有没有什么好的推荐啊。。。。,1
2742,4K左右的入门单反 求推荐本人摄影菜鸟，现在想入手款4左右的入门级单反相机，大家有没有好的款式推荐，我看中的是尼康D3200. 有啥好机型推荐吗？最好有推荐买的店铺和网站,1
2743,爆笑视频！游戏就是你的“菜”！！欧达风巧克力P802游戏平板吐血推荐游戏就是你的菜，有木有？？ 极速双核+超清炫屏，游戏控们，试试欧达风“巧克力”P802的澎湃能量吧！ http://www.tudou.com/programs/view/tZAEWubNlT4/,1
2744,麻烦大家推荐几款非日系摄像机，家庭自用，中高档产品，300到6000够么？先谢谢了！！麻烦大家推荐几款非日系摄像机，家庭自用，中高档产品，300到6000够么？先谢谢了！！,1
2745,【转帖】看奥运，抽大奖！推荐众屌丝怎么熬夜过奥运有一句叫：什么叫成功男人？就是白天瞎***瞎忙。 老衲我跟着学了一句：什么叫奥运期间的成功男人？就是白天去伦敦现场看比赛~晚上还有昔日奥运冠军郭晶晶陪伴~（无限羡慕霍启刚） 你看给这家伙乐得！！！ 可惜,1
2746,求大家帮忙推荐一款性价比较高的索尼摄像机 谢谢好心人求大家帮忙推荐一款性价比较高的索尼摄像机 谢谢好心人,1
2747,请帮忙推荐一款4000元左右的DV。请帮忙推荐一款4000元左右的DV。主要是自己快要有孩子了，想买个DV专门拍宝宝。我目前的相机是D90，这相机是第一款具有摄像功能的单反，所以摄像功能比较差，而且拍摄一会就自动断开了。现在比较犹豫，4000多不知道,1
2748,想在网上买一部宾得单反，求推荐几家好点的店铺最近迷恋上了2傻了，想入手，求各位大侠推荐几家口碑不错的网上店铺，上海周边的实体店也行，谢谢~~~~,1
2749,想购买个三脚架，预算300以内，大师们能推荐一款么？想购买个三脚架，预算300以内，大师们能推荐一款么？,1
2750,哪里有研讨数码相机、照相器材技术性能及指标对比的论坛请帮忙推荐一下请问各位朋友、各位小伙伴们，哪里有研讨数码相机、照相器材技术性能及指标对比的论坛请帮忙推荐一下，先谢谢各位！这里也没什么精品，就那么几张照片，分辨率不高，构图也看不出讲究，一帮人就会叫好，发一张 好！,1
2751,好东西，一天100 200收入，真心不错推荐，进来你看完就知道了 ，啰嗦点很详细， 我做过这个赚钱，复制我的给的网站去， 每日轻松兼职日赚200元，加入完全免费哦，注册送20，注册后立即送给您5元！ 任务奖励10元/个，发帖奖励3元/帖，每天登陆奖励3元！推广好友，,1
2752,好东西，一天100 200收入，真心不错推荐，你看完就知道了 ，啰嗦点很详细， 我做过这个赚钱，复制我的给的网站去， 每日轻松兼职日赚200元，加入完全免费哦，注册送20，注册后立即送给您5元！ 任务奖励10元/个，发帖奖励3元/帖，每天登陆奖励3元！推广好友，,1
2753,再来推荐个网站 - 张千里的博客http://blog.新浪.com.cn/u/1681598060,1
2754,请大家推荐一个单肩包准备入尼康D800和24-70，想买个包只放相机和24-70、70-200的镜头，想买个小一点的单肩包请大家推荐一下。貌似70-200加装了前后盖之后长度23.5，单肩包几乎没有。,1
2755,想买个副厂的广角，大家推荐一下吧！刚刚高考完，想买个广角，无奈原厂太贵，性价比对学生来说有点低... 在京东上看了这个：图丽（TOKINA） AT-X 116 PRO DX 11-16mm F2.8 广角变焦镜头 以前在淘宝上关注过腾龙10-24，但老说副厂头容易散焦，不好办 去,1
2756,推荐一个摄影教程 《摄影笔记》百度文库-摄影笔记写得很实在 讲的都是心得值得一看,1
2757,微单转接好头！好文再推荐：蔡司contax系列镜头30支 玩家心得原文在此： http://www.soupis.com/thread-25666-1-2.html 非常有参考价值的一个帖子。通读下来会有很大收获！,1
2758,新手买K5，求推荐方案，跪谢。最初接触单反是因为想拍即将出生的孩子，通过了解，也对摄影产生了极大兴趣，想借这个机会好好系统学学摄影。比较喜欢宾得的K5，但是现在又有新出的K5 II和K5 IIs，我的预算是八千左右，以后也会投入一些，但是肯定,1
2759,套头升级推荐。目前有K5小套+553+适马10-20+凤凰50，现在想再入一个大光圈变焦，主要是用于光线不好时候拍人像之类的。165价格太贵了，超出预算了，预算在4000-4500左右吧。目前有两套方案1：腾龙A16+DA70或者适马301.42：适马24-7,1
2760,本人想去北京买2个镜头，求楼主推荐店铺本人想去北京买2个镜头，求楼主推荐店铺。北京去过但听说卖镜头的JS很多，求楼主能推荐一家店铺，最后又关系的那种。17-40 70-200 5D2。买这些~最好楼主能留下联系方式。,1
2761,200M左右的距离打小麻雀的镜头请推荐一个，先拜谢！我目前是18-55和55-200的镜头。 但是55-200的始终不够远，菜鸟看了下各种镜头，很模糊，目前看价格方面是DT 18-250 DT 55-300 请问250和300这个差距明显吗？前几天看有位版主的苍蝇头不知用18-250能抓住不呢？谢谢！,1
2762,5R 拍海底怎么样 请推荐水下防水相机包打算用5R拍海底 潜水时 有什么技巧吗？谁可以推荐下好用的水下防水相机包,1
2763,推荐摄友超广作品推荐摄友柴夫的超广作品，看看超广头畸变是怎么控制的。 http://dcbbs.zol.com.cn/59/14_583694.html,1
2764,有大侠推荐一个靠谱一点的后期网站不？有大侠推荐一个靠谱一点的后期网站不？,1
2765,收一个柯达1285，或者求推荐其他相机我的柯达1285被我摔了一下之后，第一个月画面有时候出现几条横纹，第二三个月正常，第四个月突然画面缺色，看到的和拍出来的都是一片紫色，有时候正常，有时候发紫，不想修了，怕再犯或求推荐其他相机1、用5号镍氢1.,1
2766,"求大神推荐一款2K以内的相机....如题,求一款性价比在这个范围内高的...",1
2767,功能推荐－增强夜景模式在模式adv.下，可以选择 “增强夜景模式”。毫无疑问这是拍夜景的，但其实确切应该理解作增强高感光模式。他可以使感光3200的照片看起来像是感光800的一样。进一步提高了可用感光度。他是通过使用高感光度如3200，拍,1
2768,80后月光族屌丝，受不了卡片机的虐心，想换长焦或单反，求推荐！宾得KR、尼康D3100、富士长焦S4050，单反价格偏贵，目前不忍心下手！,1
2769,欢迎 SL305 版的摄友们自荐、推荐版主。SL305论坛从2012.04.18的第一帖开始至今，开版已经半年多了，但版主仍然空缺着。随着SL305机友的不断增多，本版的发贴数量也在不断增加，大家的发帖热情也越来越踊跃。大家来到这里分享作品，交流摄影心得，探讨摄影,1
2770,推荐贴年关事务繁忙！尤其是儿媳休完产假上班后需要照看小孙子，每天道抽一小时上网，居然没注意网站公告，昨日突然看到管理员2012年优秀版主评选的帖子，但是推荐的帖却已经截止回帖，特发此贴，推荐几位2012年为尼康镜头,1
2771,想出家了，宾友们有没什么好地儿推荐？有些日子没有出远门了，上班上得头都大了。最近想来一趟远行，可是又不想去那些个恶心人的景区。被土匪圈起来收钱的鬼地方。所以想问下大家有没什么好的地方推荐，最好是深山老林那样的地方。危险系数不用考虑，只要,1
2772,大家帮忙推荐一个淘宝店，观望已久。准备入西施腰了！大家谁有网购西施腰的经历？能否推荐个价钱公道，比较靠谱的店铺！,1
2773,大家都用什么三脚架啊？帮忙推荐一个呗，谢谢！大家都用什么三脚架啊？帮忙推荐一个呗，谢谢！ 要便宜点的，平时都不用的，不用买太贵。,1
2774,伟大的中关村 新手求推荐入门单反伟大的中关村 新手求推荐入门单反，预算5000左右（真心值得可增加），求大神推荐个单反，用途：平时偶尔旅游拍拍，马上宝宝要出生了，周末能带他去西湖边拍拍，记录下宝宝的成长过程。 请尽量说的详细点，相机选择，,1
2775,求镜头推荐！（想玩微距、有出色的人像效果、兼顾外出游玩街拍）小弟我去年国庆期间入手了一个佳能70D套机，镜头是18-135的套机镜头。 一年时间过去了，现在想添一新丁（镜头），苦于经验有限，正纠结于添一个什么样的镜头。想玩微距、又希望有出色的人像效果（近似于50MM 1.4L定,1
2776,求大帮忙推荐一款中长焦镜头，尼康d5100用。谢谢了。主要用来拍展台和舞台。经常会拍视频。现在用的腾龙18-200。太烂了，视频经常对不上焦。想要防抖功能强的，因为基本上都不用三角架、纠结尼康18-200mm f/3.5-5.6GED VRII和尼康AF-S DX NIKKOR 18-300mm f/3.5-5.6G E,1
2777,请大家推荐一下镜头我现在是60D 18-135的头，感觉广角端不够广，想添置一个广角头，或者把18-135的卖了换成2个头，请问一下各位老师有什么推荐，谢谢！,1
2778,店长推荐作品||最美遇见しすちめも 西塘の夏.avi器材:佳能 650D[佳能数码相机]镜头:Canon EF-S 18-135mm f/3.5-5.6 IS STM时间:2014-07-26 10:13:17.00快门:1/200光圈:F/5.6焦距:135毫米感光度:800器材:佳能 650D[佳能数码相机]镜头:Canon EF-S 18-135mm f/3.5-5.6,1
2779,我想买个单反 平时喜欢旅游 热爱拍摄 也需要拍些淘宝物品 求推荐我想买个单反 平时喜欢旅游 热爱拍摄 也需要拍些淘宝物品 目前关注60D跟70D 8000元资金内 求推荐！！,1
